ID	Text	Label
117	" ""در بسته بندی خوبی تحویل گرفتم رنگ مشکی رو در پیشنهاد شگفت انگیز خریداری کردم به نسبت قیمتی که گرفتم خوب است ،دیجیکالا لطفا   تو پیش نهاد شگفت انگیز بزارش لطفا بزار با قیمت   مطلوب"	[0. 0. 0. 0. 0. 0. 1.]
118	" ""اینقدر ماندگاری نداشتن توی عطر عجیبه. کلیپی دردناک از دانشجویان فوت شده ی دانشگاه #علوم_تحقیقات متاسفانه بی کفایتی مسئولان بیداد میکنه... ده دانشجوی جوان را بی خود و بی جهت از دست دادیم! و حال چندتای دیگه هم…  …"	[0. 1. 0. 0. 0. 0. 0.]
119	گاهی یه فکرایی خیلی یهویی به ذهنم میرسه بعد نمیدونم اینا از ترس ناشی میشن یا حس ششم ! ذهن عزیزم خواهش میکنم تموم کن این بازی کثیفو	[0. 0. 0. 1. 0. 0. 0.]
120	همکار عزیزمون از صندوق کارافرینی و امید هم مسافر هواپیما بودن. روحشون شاد	[0. 1. 0. 0. 0. 0. 0.]
121	چرا از این شهر خنده دوره چرا؟ #مشهد	[0. 1. 0. 0. 0. 0. 0.]
122	زندانیان زندان زنان قرچک؛ « از روز اعتراض به ما غذا نداده اند و زندانیان هر چه غذا نزد خود داشته اند جمع کرده و برای بند مادران که با کودکانشان زندگی می کنند فرستاده اند. گرسنه ایم و به دادمان برسید » #زندان_قرچک	[0. 1. 0. 0. 0. 0. 0.]
123	یه برنامه تلوزیون نشون میداد که در ماه چقدر پول سیگار میشه و باهاش چه کارهایی که نمیشه توی یکسال کرد انقدر اعصابم خورد شد که دوتا سیگار پشت هم کشیدم	[0. 0. 1. 0. 0. 0. 0.]
124	برخی کالاها در شگفت انگیز رضایت مشتریان را جلب می کنند لطفاً دیجی کالا کالاهای با قیمت رقابتی را بیشتر کند	[0. 0. 0. 0. 0. 0. 1.]
125	اعتراف به شکست،، عدم حضور مردم در خیابانها #صداوسیما را مجبور به پخش تصاویر آرشیوی کرد، در چهل سالگی عنقلاب خشم و نفرت مردم از رژیم به اوج خود رسیده است #سیرک۲۲بهمن	[0. 0. 0. 0. 0. 1. 0.]
126	ی جوری میگن بهت نمیاد تک فرزند باشی انگار تک فرزندا شاخ و دم دارن!!	[0. 0. 0. 0. 1. 0. 0.]
127	همسایه هندیم اومده میگه چیزی شده دود میاد از خونتون بیرون گفتم -نه من پنکیک درست کردم واسه اونه یه چند ثانیه ساکت شد گفت دود سوختگیه ها گفتم اهان یکی از پنکیکام سوخت ول کن نبود که اخرش مجبور شدم یه بشقاب پنکیک بش بدم تا بره الان برگشته میگه میشه دستور پختشم بم بدی	[0. 0. 0. 0. 0. 0. 1.]
128	الان از هر ۵ بچه ای که میاد درمانگاه یکیش اسمش مهرسانا عه ، میتونم این نوید رو بدم که ۲۰ سال دیگه تو دانشگاه صدا بزنی مهرسانا ، همه برمیگردن :))	[0. 0. 0. 0. 0. 0. 1.]
129	سالها پیش؛ مسابقه بوکس محمدعلیکلی را از تلویزیون نگاه میکردیم ! گزارشگر گفت: برنده یک میلیون و بازنده ۵۰۰هزار دلار میگیره ! یکی از بچهها گفت من برم با کلی مسابقه بدم یه مشت زد تا صد بشمارن بلند نمیشم عوضش نیممیلیون گیرم میاد! مثل #علیز که میخواد با #تاجزاده مناظره کنه !	[0. 0. 0. 0. 0. 0. 1.]
130	آیتالله امامیکاشانی:مسئولان تسلیم خواستههای دشمن نشوند/ دولتمردان برای حل مشکلات اقتصادی مردم همت کنند	[0. 0. 0. 0. 0. 0. 1.]
131	دقیقا میدونستم بیشعوری اون صاحب سگ تو لواسون دردسرش واسه ما میشه! ماشالله اینا هم دنبال بهونه!! یعنی به پرونده تجاوز و قتل اینقدر سریع رسیدگی نمیکردن و رای نمیدادنا! خدا لعنتتون کنه! الان همه مشکلات مردم حل شد؟! …	[0. 0. 1. 0. 0. 0. 0.]
132	واسه همه باید توضیح بدم... چراویزام نیومده؟! حالا چی میشه؟! نکنه دلیلش فلانه؟! نکنه بهمانه!؟ آقا جان بکش بیرون، به تو چه؟ زندگیه خودمه میخوام بشاااشم توش!	[0. 0. 1. 0. 0. 0. 0.]
133	دوست واقعی اونیه که در شادی ها و غم ها کنارت باشه. و از نبودنش دلت بگیره....	[0. 0. 0. 0. 0. 0. 1.]
134	من مرگ را به ترس ترس را به خشم خشم را به عشق سپردم #FreeAzimzadeh	[0. 0. 0. 1. 0. 0. 0.]
135	به فرار مذبوحانه از تعطیلی میان هفته و غروب جانکاهش #نگاه_کن	[0. 0. 0. 0. 0. 0. 1.]
136	سلام صبح عالی متعالی برخیزید و سهم امروزتون از زندگی و شادی رو از دنیا بگیرید. فراموش نکنید که شادی حق مسلم ماست.	[1. 0. 0. 0. 0. 0. 0.]
137	چقدر دلم واسه چرت و پرت گفتن و خندیدن تنگ شده. الان فک میکردم دلم واسه فحش هم تنگ شده. خیلییییی وقته فحش نشنیدم :دی	[0. 1. 0. 0. 0. 0. 0.]
138	" ""بوی ادکلن  ورساچهCrystal Noir میده. ولی کیفیتش خیلی پایین تره.اعصابم خرده و نمیدونم چرا همش قیافه ی سردار آزمون میاد تو ذهنم :/ دوست دارم با چَک از اردوی تیم ملی بیرونش کنم :/ …"	[0. 0. 1. 0. 0. 0. 0.]
139	ب صرفه تو شگفت انگیز	[0. 0. 0. 0. 0. 0. 1.]
140	یک نظم و قانونمندی تا یکی دودهه ی قبل درکشورحاکم بود که تاثیر دوچیز بود یک : دِین به شهدای انقلاب و جنگ تحمیلی دو:ترس از برخوردهای خشن بعد از انقلاب مثل اعدامها و... دومی تقریبا برای لابی گرها و مرد رندها با فساد موجود حل شده اما اولی هنوز بین دل مومنین انگیزه ایجاد میکنه	[0. 0. 0. 0. 0. 0. 1.]
141	#سرباز_متأهل تحصیل کرده، حقوق=۲۹۰ هزار تومن اجاره خونه، قسط، مخارج روزانه اون هم در این شرایط که ماهی ۳ میلیون زیر خط فقر محسوب میشه. مسئولان، سرداران، فرماندهان، همه مثل بچه های شما نیستن که موقع خدمت سربازی تامین مالی بشن. والله اون دنیا باید یک لنگی وایستید جواب بدین	[0. 1. 0. 0. 0. 0. 0.]
142	خودم نشستهام خونه پدر و مادرم در مشهد در حالی که خبر رسیده خونهام رو دزد زده. الان تصویر در شکسته خونه تو سرمه، لپتاپ داغونم که دو زار هم ازش نمیخرن اما من باید ۵ ماه حقوقم رو خرج خریدن لپتاپ تازه کنم. و جای خالی سازم. لعنت بهت که تارم رو بردی...لعنت بهت.	[0. 1. 0. 0. 0. 0. 0.]
143	کسی که باید برود،خواهدرفت حالاتو هی در را قفل کن روی یخچال،بزرگ وخوشخط بنویس :دوستت دارم کسی که بایدبرود با پا که نه از درون میرود م_صادقی	[0. 1. 0. 0. 0. 0. 0.]
144	"مامانم یه کمپین توی گروه فامیلی شروع کرده ""کمپین نخریدن میوه و آجیل شب یلدا "" جهت شرمنده نشدن پدرها پیش بچه ها و همدردی با کسایی که امکان خرید ندارند ایضا اعتراض به گرانی کل فامیل اعلام آمادگی کردند امسال یلدای ساده ای خواهیم داشت شما چطور عزیزانم؟ #یلدا"	[0. 0. 0. 0. 0. 0. 1.]
145	قسمت ترسناک زندگى اونجاست که نمیدونى این روزایى که دارن میگذرن، روزهاى خوبت هستن یا روزهای بد	[0. 0. 0. 1. 0. 0. 0.]
146	ای لعنت بهتون که یه استادیوم رفتن باید واسمون آرزو باشه، لعنت... #letwomenin	[0. 0. 0. 0. 0. 1. 0.]
147	بعد از سه سال اولين صبح شنبه اي كه بدون دغدغه از خواب بيدار ميشم . يه حس راحتي همراه با غم داره.	[0. 1. 0. 0. 0. 0. 0.]
148	گزارش ارسالی درباره اعتراض شهروندان #مریوان به کشته شدن ۴ نفر در آتش سوزی مراتع جنگلی برخی منابع علت این آتش سوزی وسیع را عمدی اعلام کردهاند شریف باجور، امید باجور و دو جنگلبان دیگر از قربانیان این حادثه هستند. #محیط_زیست #تابستان_نارضایتی #گزارشگر	[0. 1. 0. 0. 0. 0. 0.]
149	عع عع عع الله اکبر این فیلمنامه نویس داره تو روز روشن همه رو فیلم میکنه؟؟؟؟!!!!جل الخالق عجب دروغ ناشیانه ای گفت!!!!	[0. 0. 0. 0. 1. 0. 0.]
150	برای موفقیت و ثروتمند شدن خودتان هم که شده است، این کتاب را مطالعه کنید!	[0. 0. 0. 0. 0. 0. 1.]
151	"ولی از خریدش شگفت انگیز نشدم"""	[0. 0. 0. 0. 0. 0. 1.]
152	اگه توی جهنم عذابها بخواد شخصیسازی بشه، احتمالا عذاب من این باشه که جواب هر سوالی رو باید در یک جملهی چندکلمهای کوتاه بدم.	[0. 0. 0. 0. 0. 0. 1.]
153	بچه ها توروخدا از همه تون میخوام حتی اونایی که ممکنه حقی به گردن من داشته باشند یا ازم ناراحت باشند یه مشکل خیلی بزرگ برام پیش اومده قسم تون میدم هر کدوم تون هرجایی هستید و به هر شکلی می تونید با ذکر یه صلوات از خدا بخواید در اقل زمان این مشکل رو رفع کنه خواهش میکنم ازتون ممنونم	[0. 1. 0. 0. 0. 0. 0.]
154	آيا سزاست براي اعتراض به تاخير يك ساعتي استاد براي امتحان برگه رو سفيد بدم؟!؟	[0. 0. 0. 0. 0. 0. 1.]
155	پرویز مظلومی بین دو نیمه بازی گفته که از نتیجه ۲-۰ مطمئن نیست و ممکنه تیم ملی بازی رو ببازه. بزرگوار هنوز ترس ایمون زائد رو همراه خودش داره :)))) #پرسپولیس #جام_ملتهای_آسیا	[0. 0. 0. 1. 0. 0. 0.]
156	"همه این سالها که تنها زندگی کردم برف هنوز روی زمین ننشسته،با پارو میپریدم بیرون به پارو کردن تا نشون بدم نبودن""مرد""در خونه منجر به این نمیشه که برف رو زمین بمونه یا چمن کوتاه نشه.ولی دیروز کلی برف رو زمین نشست و دلم میخواست فسنجون بپزم و دیگه لازم نبود چیزی رو به دیگران ثابت کنم"	[0. 0. 0. 0. 0. 0. 1.]
157	وضع مملکت به قدری عجیبه که اگه فردا دستهای گوسفند وحشی رو در حال پرواز ببینم نه تنها تعجب نخواهم کرد بلکه خودم هم با کمال میل بهشون ملحق خواهم شد	[0. 0. 0. 0. 1. 0. 0.]
158	هر درخواستی از مسئولان میشه میگن در حال پیگیری هستیم . میخوایم صد سال مشکی پیگیری نکنید.	[0. 0. 1. 0. 0. 0. 0.]
159	درون من مردی تنهاست گوشه ی اتاقک تاریک و متروک قلبم کز کرده... ناله هایش لالایی شب های تیره و تار من است عجب نوای زیبایی دارد وقتی اسم تو را میخواند کاش بودی و میشنیدی	[0. 1. 0. 0. 0. 0. 0.]
160	"دکمه ای برای قطع و وصل شارژ نداره و با وصل شدن به گوشی شروع به شارژ میکنه"""	[0. 0. 0. 0. 0. 0. 1.]
161	این که چیزی نیست سال 92، یکی از آتش نشان ها با من گفت و گو کرد و گفت وزارت بهداشت با اینکه مکلف است وضعیت سلامتی آتش نشان ها را چک کند، ازاین کار سرباز می زند اما مسئولان محترم بعد از این مصاحبه آتش نشان رو تهدید، تنبیه و ممنوع المصاحبه کردند و مجبورش کردند بگه این حرفا رو نزده! …	[0. 1. 0. 0. 0. 0. 0.]
